ts,pm25,pm10
1587524400,,5.12
1587528000,,4.79
1587531600,,4.79
1587535200,,4.83
1587538800,,5.00
1587542400,,5.17
1587546000,,5.50
1587549600,,5.92
1587553200,,6.08
1587556800,,6.46
1587560400,,6.83
1587564000,,6.79
1587567600,,6.38
1587571200,,6.08
1587574800,,5.88
1587578400,,5.71
1587582000,,5.58
1587585600,,5.46
1587589200,,5.38
1587592800,,5.21
1587596400,,5.04
1587600000,,5.25
1587603600,,5.33
1587607200,,5.50
1587610800,,5.58
1587614400,,6.04
1587618000,,6.08
1587621600,,6.08
1587625200,,6.04
1587628800,,6.08
1587632400,,5.88
1587636000,,5.46
1587639600,,5.12
1587643200,,5.54
1587646800,,5.79
1587650400,,6.25
1587654000,,6.92
1587657600,,7.38
1587661200,,7.79
1587664800,,8.08
1587668400,,8.42
1587672000,,8.62
1587675600,,8.67
1587679200,,8.67
1587682800,,8.62
1587686400,,8.33
1587690000,,8.25
1587693600,,8.46
1587697200,,8.62
1587700800,,8.50
1587704400,,8.67
1587708000,,8.79
1587711600,,8.92
1587715200,,9.25
1587718800,,9.54
1587722400,,10.08
1587726000,,10.46
1587729600,,10.46
1587733200,,10.54
1587736800,,10.38
1587740400,,10.17
1587744000,,9.88
1587747600,,9.71
1587751200,,9.58
1587754800,,9.38
1587758400,,9.17
1587762000,,9.17
1587765600,,9.12
1587769200,,9.17
1587772800,,9.33
1587776400,,9.46
1587780000,,9.21
1587783600,,9.08
1587787200,,9.12
1587790800,,9.04
1587794400,,9.29
1587798000,,9.58
1587801600,,9.67
1587805200,,9.83
1587808800,,9.79
1587812400,,9.75
1587816000,,9.46
1587819600,,9.38
1587823200,,9.46
1587826800,,9.54
1587830400,,9.62
1587834000,,9.71
1587837600,,9.71
1587841200,,9.83
1587844800,,10.21
1587848400,,10.50
1587852000,,10.88
1587855600,,11.04
1587859200,,10.96
1587862800,,10.75
1587866400,,10.67
1587870000,,10.62
1587873600,,10.50
1587877200,,10.46
1587880800,,10.25
1587884400,,9.75
1587888000,,9.58
1587891600,,9.46
1587895200,,9.38
1587898800,,9.92
1587902400,,10.21
1587906000,,10.29
1587909600,,10.42
1587913200,,10.54
1587916800,,10.71
1587920400,,11.25
1587924000,,12.00
1587927600,,12.62
1587931200,,13.00
1587934800,,13.17
1587938400,,13.21
1587942000,,13.38
1587945600,,13.79
1587949200,,14.17
1587952800,,14.50
1587956400,,15.04
1587960000,,15.58
1587963600,,15.96
1587967200,,15.92
1587970800,,16.25
1587974400,,16.21
1587978000,,16.17
1587981600,,16.21
1587985200,,15.75
1587988800,,15.67
1587992400,,15.58
1587996000,,15.29
1587999600,,15.00
1588003200,,14.67
1588006800,,13.88
1588010400,,13.08
1588014000,,12.50
1588017600,,12.04
1588021200,,11.58
1588024800,,11.21
1588028400,,10.88
1588032000,,10.67
1588035600,,10.42
1588039200,,10.17
1588042800,,9.71
1588046400,,9.21
1588050000,,8.96
1588053600,,8.88
1588057200,,8.67
1588060800,,8.58
1588064400,,8.58
1588068000,,8.83
1588071600,,8.96
1588075200,,8.42
1588078800,,8.17
1588082400,,8.08
1588086000,,7.92
1588089600,,7.75
1588093200,,7.67
1588096800,,7.58
1588100400,,7.25
1588104000,,7.04
1588107600,,7.04
1588111200,,7.00
1588114800,,6.96
1588118400,,6.67
1588122000,,6.67
1588125600,,6.83
1588129200,,6.88
1588132800,,6.79
1588136400,,6.79
1588140000,,6.83
1588143600,,6.88
1588147200,,6.75
1588150800,,6.62
1588154400,,6.25
1588158000,,6.04
1588161600,,6.21
1588165200,,6.17
1588168800,,6.12
1588172400,,6.17
1588176000,,6.25
1588179600,,6.33
1588183200,,6.46
1588186800,,6.58
1588190400,,6.62
1588194000,,6.62
1588197600,,6.67
1588201200,,6.67
1588204800,,6.67
1588208400,,6.58
1588212000,,6.33
1588215600,,6.04
1588219200,,6.12
1588222800,,6.29
1588226400,,6.75
1588230000,,7.00
1588233600,,7.29
1588237200,,7.42
1588240800,,7.54
1588244400,,7.58
1588248000,,7.58
1588251600,,7.75
1588255200,,7.92
1588258800,,8.04
1588262400,,8.17
1588266000,,8.33
1588269600,,8.38
1588273200,,8.46
1588276800,,8.62
1588280400,,8.75
1588284000,,8.83
1588287600,,8.88
1588291200,,9.04
1588294800,,9.04
1588298400,,9.29
1588302000,,9.71
1588305600,,9.96
1588309200,,10.12
1588312800,,9.88
1588316400,,9.88
1588320000,,10.00
1588323600,,10.04
1588327200,,10.04
1588330800,,10.00
1588334400,,10.08
1588338000,,9.92
1588341600,,9.75
1588345200,,9.58
1588348800,,9.46
1588352400,,9.38
1588356000,,9.21
1588359600,,9.04
1588363200,,8.88
1588366800,,8.88
1588370400,,8.88
1588374000,,9.04
1588377600,,9.25
1588381200,,9.42
1588384800,,9.75
1588388400,,9.62
1588392000,,9.33
1588395600,,8.92
1588399200,,8.75
1588402800,,8.33
1588406400,,7.83
1588410000,,7.54
1588413600,,7.42
1588417200,,7.58
1588420800,,7.79
1588424400,,8.21
1588428000,,8.50
1588431600,,8.75
1588435200,,8.92
1588438800,,8.96
1588442400,,8.96
1588446000,,9.12
1588449600,,9.12
1588453200,,9.04
1588456800,,9.12
1588460400,,9.21
1588464000,,8.92
1588467600,,8.96
1588471200,,8.62
1588474800,,8.67
1588478400,,9.00
1588482000,,9.12
1588485600,,8.88
1588489200,,8.88
1588492800,,8.88
1588496400,,8.92
1588500000,,8.96
1588503600,,8.92
1588507200,,9.04
1588510800,,9.08
1588514400,,9.25
1588518000,,9.38
1588521600,,9.33
1588525200,,9.46
1588528800,,9.62
1588532400,,9.71
1588536000,,9.79
1588539600,,9.79
1588543200,,9.71
1588546800,,9.58
1588550400,,9.83
1588554000,,9.79
1588557600,,9.79
1588561200,,10.04
1588564800,,10.04
1588568400,,10.00
1588572000,,10.33
1588575600,,10.50
1588579200,,10.79
1588582800,,10.88
1588586400,,11.04
1588590000,,11.08
1588593600,,10.74
1588597200,,10.83
1588600800,,10.70
1588604400,,10.83
1588608000,,11.13
1588611600,,11.48
1588615200,,12.04
1588618800,,12.78
1588622400,,13.96
1588626000,,15.61
1588629600,,17.26
1588633200,,18.57
1588636800,,7.50
1588640400,,8.00
1588647600,,4.00
1588651200,,4.00
1588654800,,5.00
1588658400,,5.00
1588662000,,5.50
1588665600,,18.48
1588669200,,18.22
1588672800,,17.74
1588676400,,17.61
1588680000,,17.39
1588683600,,17.30
1588687200,,17.43
1588690800,,17.35
1588694400,,16.91
1588698000,,16.48
1588701600,,15.61
1588705200,,14.43
1588708800,,12.78
1588712400,,11.13
1588716000,,9.61
1588719600,,8.22
1588723200,,6.00
1588726800,,6.00
1588734000,,2.00
1588737600,,2.00
1588741200,,3.50
1588744800,,3.33
1588748400,,3.75
1588752000,,7.35
1588755600,,7.61
1588759200,,7.70
1588762800,,7.78
1588766400,,7.65
1588770000,,7.78
1588773600,,8.13
1588777200,,8.00
1588780800,,8.61
1588784400,,8.65
1588788000,,8.83
1588791600,,9.00
1588795200,,9.26
1588798800,,9.70
1588802400,,9.83
1588806000,,10.00
1588809600,,2.00
1588813200,,2.00
1588820400,,16.00
1588824000,,16.00
1588827600,,16.00
1588831200,,14.67
1588834800,,13.50
1588838400,,13.57
1588842000,,13.26
1588845600,,13.00
1588849200,,13.13
1588852800,,13.00
1588856400,,12.96
1588860000,,13.39
1588863600,,13.78
1588867200,,14.61
1588870800,,15.26
1588874400,,15.83
1588878000,,16.43
1588881600,,16.78
1588885200,,17.39
1588888800,,17.87
1588892400,,18.09
1588896000,,16.00
1588899600,,15.00
1588906800,,7.00
1588910400,,7.00
1588914000,,4.50
1588917600,,6.67
1588921200,,7.25
1588924800,,16.83
1588928400,,16.78
1588932000,,16.70
1588935600,,16.43
1588939200,,16.04
1588942800,,15.83
1588946400,,15.78
1588950000,,15.52
1588953600,,15.26
1588957200,,15.17
1588960800,,15.04
1588964400,,15.26
1588968000,,15.00
1588971600,,14.96
1588975200,,14.70
1588978800,,14.87
1588982400,,10.00
1588986000,,10.00
1588993200,,14.00
1588996800,,14.00
1589000400,,15.00
1589004000,,15.33
1589007600,,16.25
1589011200,,16.80
1589014800,,16.67
1589018400,,18.61
1589022000,,19.04
1589025600,,19.13
1589029200,,19.04
1589032800,,19.17
1589036400,,19.48
1589040000,,19.43
1589043600,,19.35
1589047200,,19.04
1589050800,,18.70
1589054400,,18.74
1589058000,,18.74
1589061600,,18.22
1589065200,,17.70
1589068800,,16.50
1589072400,,17.00
1589079600,,1.00
1589083200,,2.00
1589086800,,3.33
1589090400,,3.75
1589094000,,3.75
1589097600,,3.20
1589101200,,12.12
1589104800,,11.25
1589108400,,10.74
1589112000,,10.22
1589115600,,9.83
1589119200,,9.65
1589122800,,9.57
1589126400,,9.26
1589130000,,8.91
1589133600,,8.43
1589137200,,8.00
1589140800,,7.65
1589144400,,7.35
1589148000,,7.00
1589151600,,6.61
1589155200,,6.50
1589158800,,5.00
1589166000,,2.00
1589169600,,2.00
1589173200,,4.00
1589176800,,4.00
1589180400,,4.00
1589184000,,5.74
1589187600,,5.65
1589191200,,5.78
1589194800,,5.74
1589198400,,5.78
1589202000,,5.74
1589205600,,5.04
1589209200,,5.26
1589212800,,5.52
1589216400,,5.61
1589220000,,5.61
1589223600,,5.61
1589227200,,5.83
1589230800,,5.83
1589234400,,5.78
1589238000,,5.78
1589241600,,2.00
1589245200,,3.00
1589252400,,3.00
1589256000,,3.00
1589259600,,8.50
1589263200,,7.67
1589266800,,8.00
1589270400,,6.70
1589274000,,6.83
1589277600,,6.52
1589281200,,6.43
1589284800,,6.48
1589288400,,7.13
1589292000,,7.22
1589295600,,7.52
1589299200,,8.04
1589302800,,8.43
1589306400,,8.17
1589310000,,8.00
1589313600,,8.00
1589317200,,8.22
1589320800,,8.43
1589324400,,8.52
1589328000,,1.00
1589331600,,1.00
1589338800,,6.00
1589342400,,6.00
1589346000,,9.00
1589349600,,9.00
1589353200,,8.00
1589356800,,8.43
1589360400,,8.52
1589364000,,8.30
1589367600,,7.91
1589371200,,7.36
1589374800,,6.78
1589378400,,6.43
1589382000,,6.74
1589385600,,7.13
1589389200,,7.61
1589392800,,7.70
1589396400,,7.78
1589400000,,7.74
1589403600,,7.91
1589407200,,8.17
1589410800,,8.43
1589414400,,4.50
1589418000,,4.00
1589425200,,6.00
1589428800,,6.00
1589432400,,4.50
1589436000,,6.67
1589439600,,6.25
1589443200,,8.26
1589446800,,8.26
1589450400,,8.04
1589454000,,7.46
1589457600,,7.57
1589461200,,7.13
1589464800,,6.43
1589468400,,5.87
1589472000,,5.65
1589475600,,6.00
1589479200,,6.17
1589482800,,6.35
1589486400,,6.26
1589490000,,6.09
1589493600,,5.83
1589497200,,5.74
1589511600,,5.92
1589515200,,5.75
1589518800,,5.50
1589522400,,5.33
1589526000,,5.25
1589529600,,5.50
1589533200,,5.88
1589536800,,6.33
1589540400,,6.71
1589544000,,7.12
1589547600,,7.21
1589551200,,7.54
1589554800,,8.00
1589558400,,7.88
1589562000,,7.71
1589565600,,7.38
1589569200,,7.17
1589572800,,7.04
1589576400,,7.00
1589580000,,6.88
1589583600,,6.62
1589587200,,6.38
1589590800,,6.12
1589594400,,6.00
1589598000,,6.17
1589601600,,6.29
1589605200,,6.42
1589608800,,6.83
1589612400,,7.00
1589616000,,6.88
1589619600,,6.79
1589623200,,6.62
1589626800,,6.75
1589630400,,6.92
1589634000,,6.92
1589637600,,6.83
1589641200,,6.54
1589644800,,6.67
1589648400,,6.75
1589652000,,6.75
1589655600,,6.71
1589659200,,6.92
1589662800,,7.17
1589666400,,7.42
1589670000,,7.62
1589673600,,7.83
1589677200,,7.88
1589680800,,7.88
1589684400,,7.88
1589688000,,8.25
1589691600,,8.58
1589695200,,8.62
1589698800,,8.62
1589702400,,8.67
1589706000,,8.79
1589709600,,9.12
1589713200,,9.25
1589716800,,9.33
1589720400,,9.62
1589724000,,9.62
1589727600,,9.54
1589731200,,9.46
1589734800,,9.42
1589738400,,9.83
1589742000,,10.04
1589745600,,10.00
1589749200,,9.79
1589752800,,9.62
1589756400,,9.62
1589760000,,9.62
1589763600,,9.79
1589767200,,9.83
1589770800,,9.62
1589774400,,9.25
1589778000,,9.04
1589781600,,8.88
1589785200,,8.71
1589788800,,8.71
1589792400,,8.58
1589796000,,8.96
1589799600,,9.04
1589803200,,9.08
1589806800,,9.17
1589810400,,9.42
1589814000,,9.58
1589817600,,9.75
1589821200,,10.00
1589824800,,9.88
1589828400,,9.88
1589832000,,9.83
1589835600,,9.79
1589839200,,9.79
1589842800,,9.67
1589846400,,9.62
1589850000,,9.46
1589853600,,9.50
1589857200,,9.75
1589860800,,10.08
1589864400,,9.96
1589868000,,10.00
1589871600,,10.33
1589875200,,10.21
1589878800,,10.29
1589882400,,9.62
1589886000,,9.33
1589889600,,9.29
1589893200,,9.38
1589896800,,9.33
1589900400,,9.25
1589904000,,9.04
1589907600,,8.75
1589911200,,8.71
1589914800,,8.71
1589918400,,8.62
1589922000,,8.62
1589925600,,8.71
1589929200,,8.83
1589932800,,9.21
1589936400,,9.62
1589940000,,9.79
1589943600,,9.58
1589947200,,9.29
1589950800,,9.38
1589954400,,9.08
1589958000,,8.75
1589961600,,8.75
1589965200,,8.71
1589968800,,8.75
1589972400,,8.83
1589976000,,8.58
1589979600,,8.29
1589983200,,8.00
1589986800,,8.00
1589990400,,8.17
1589994000,,8.58
1589997600,,8.62
1590001200,,8.67
1590004800,,8.75
1590008400,,8.75
1590012000,,8.71
1590015600,,8.75
1590019200,,8.46
1590022800,,8.25
1590026400,,8.25
1590030000,,8.62
1590033600,,9.00
1590037200,,9.12
1590040800,,9.21
1590044400,,9.12
1590048000,,9.46
1590051600,,10.04
1590055200,,10.67
1590058800,,11.17
1590062400,,11.88
1590066000,,12.38
1590069600,,12.92
1590073200,,13.04
1590076800,,12.83
1590080400,,12.62
1590084000,,12.71
1590087600,,12.71
1590091200,,12.79
1590094800,,12.83
1590098400,,13.00
1590102000,,13.12
1590105600,,13.42
1590109200,,13.83
1590112800,,14.29
1590116400,,14.54
1590120000,,14.58
1590123600,,14.71
1590127200,,15.04
1590130800,,15.62
1590134400,,15.75
1590138000,,15.62
1590141600,,15.38
1590145200,,15.29
1590148800,,15.17
1590152400,,15.21
1590156000,,15.38
1590159600,,15.79
1590163200,,16.46
1590166800,,16.79
1590170400,,17.21
1590174000,,17.62
1590177600,,18.04
1590181200,,18.58
1590184800,,18.83
1590188400,,19.00
1590192000,,19.33
1590195600,,19.50
1590199200,,19.71
1590202800,,20.00
1590206400,,20.25
1590210000,,20.46
1590213600,,20.58
1590217200,,20.58
1590220800,,20.54
1590224400,,20.46
1590228000,,20.62
1590231600,,20.75
1590235200,,20.71
1590238800,,20.50
1590242400,,20.33
1590246000,,20.00
1590249600,,19.58
1590253200,,19.42
1590256800,,19.12
1590260400,,18.79
1590264000,,18.58
1590267600,,18.17
1590271200,,18.00
1590274800,,17.96
1590278400,,17.62
1590282000,,17.33
1590285600,,17.08
1590289200,,16.62
1590292800,,16.12
1590296400,,15.62
1590300000,,15.29
1590303600,,14.88
1590307200,,14.46
1590310800,,14.00
1590314400,,13.46
1590318000,,12.92
1590321600,,12.58
1590325200,,12.38
1590328800,,12.08
1590332400,,12.04
1590336000,,12.08
1590339600,,12.17
1590343200,,12.38
1590346800,,12.62
1590350400,,12.67
1590354000,,12.92
1590357600,,12.96
1590361200,,13.00
1590364800,,13.17
1590368400,,13.33
1590372000,,13.38
1590375600,,13.79
1590379200,,14.50
1590382800,,15.21
1590386400,,15.79
1590390000,,16.33
1590393600,,17.00
1590397200,,17.33
1590400800,,17.58
1590404400,,17.71
1590408000,,17.75
1590411600,,17.79
1590415200,,18.17
1590418800,,18.58
1590422400,,18.88
1590426000,,18.96
1590429600,,19.13
1590433200,,19.96
1590436800,,19.70
1590440400,,19.87
1590444000,,19.65
1590447600,,19.61
1590451200,,18.50
1590454800,,19.00
1590462000,,4.00
1590465600,,4.00
1590469200,,2.50
1590472800,,4.67
1590476400,,4.25
1590480000,,13.52
1590483600,,13.35
1590487200,,12.74
1590490800,,12.59
1590494400,,12.22
1590498000,,13.46
1590501600,,14.75
1590505200,,14.17
1590508800,,14.83
1590512400,,14.39
1590516000,,14.42
1590519600,,14.57
1590523200,,14.26
1590526800,,14.39
1590530400,,14.04
1590534000,,13.83
1590537600,,4.50
1590541200,,6.00
1590548400,,6.00
1590552000,,6.00
1590555600,,5.50
1590559200,,8.33
1590562800,,14.50
1590566400,,15.61
1590570000,,16.09
1590573600,,16.91
1590577200,,17.00
1590580800,,16.78
1590584400,,15.48
1590588000,,13.65
1590591600,,12.87
1590595200,,12.43
1590598800,,11.65
1590602400,,11.52
1590606000,,11.57
1590609600,,11.61
1590613200,,11.83
1590616800,,11.96
1590620400,,12.04
1590624000,,7.00
1590627600,,7.00
1590634800,,17.00
1590638400,,17.00
1590642000,,16.50
1590645600,,15.00
1590649200,,15.25
1590652800,,13.35
1590656400,,13.09
1590660000,,13.26
1590663600,,13.35
1590667200,,13.48
1590670800,,13.52
1590674400,,13.58
1590678000,,13.74
1590681600,,13.87
1590685200,,13.78
1590688800,,13.70
1590692400,,13.48
1590696000,,13.26
1590699600,,13.26
1590703200,,13.22
1590706800,,12.87
1590710400,,17.00
1590714000,,16.00
1590721200,,19.00
1590724800,,19.00
1590728400,,13.50
1590732000,,12.33
1590735600,,13.00
1590739200,,12.26
1590742800,,11.74
1590746400,,11.91
1590750000,,12.35
1590753600,,12.65
1590757200,,13.04
1590760800,,13.22
1590764400,,13.78
1590768000,,14.22
1590771600,,14.57
1590775200,,14.87
1590778800,,15.00
1590782400,,15.00
1590786000,,15.13
1590789600,,15.09
1590793200,,15.09
1590796800,,18.00
1590800400,,18.00
1590807600,,18.00
1590811200,,18.00
1590814800,,19.00
1590818400,,17.33
1590822000,,15.75
1590825600,,15.60
1590829200,,15.17
1590832800,,15.43
1590836400,,15.17
1590840000,,15.04
1590843600,,15.09
1590847200,,14.96
1590850800,,15.22
1590854400,,15.39
1590858000,,15.83
1590861600,,16.08
1590865200,,16.33
1590868800,,16.57
1590872400,,16.83
1590876000,,17.04
1590879600,,17.17
1590883200,,20.00
1590886800,,20.00
1590894000,,11.00
1590897600,,11.00
1590901200,,11.67
1590904800,,11.50
1590908400,,11.50
1590912000,,12.20
1590915600,,12.33
1590919200,,16.13
1590922800,,15.91
1590926400,,15.83
1590930000,,15.83
1590933600,,15.70
1590937200,,15.65
1590940800,,15.48
1590944400,,15.65
1590948000,,15.87
1590951600,,16.00
1590955200,,16.35
1590958800,,16.22
1590962400,,16.74
1590966000,,16.04
1590969600,,17.50
1590973200,,15.00
1590980400,,13.00
1590984000,,13.00
1590987600,,11.50
1590991200,,12.00
1590994800,,11.75
1590998400,,15.65
1591002000,,15.26
1591005600,,14.96
1591009200,,15.13
1591012800,,15.00
1591016400,,15.39
1591020000,,15.70
1591023600,,16.00
1591027200,,16.22
1591030800,,16.61
1591034400,,16.83
1591038000,,16.74
1591041600,,17.04
1591045200,,17.09
1591048800,,17.09
1591052400,,17.13
1591056000,,14.00
1591059600,,15.00
1591066800,,21.00
1591070400,,21.00
1591074000,,22.50
1591077600,,23.67
1591081200,,21.50
1591084800,,20.78
1591088400,,21.30
1591092000,,21.22
1591095600,,21.57
1591099200,,21.27
1591102800,,21.05
1591106400,,20.80
1591110000,,21.00
1591113600,,21.62
1591117200,,22.19
1591120800,,22.38
1591124400,,22.62
1591128000,,22.57
1591131600,,23.29
1591135200,,23.24
1591138800,,22.86
1591142400,,22.00
1591146000,,20.00
1591153200,,23.00
1591156800,,23.00
1591160400,,23.00
1591164000,,23.00
1591167600,,23.00
1591171200,,23.05
1591174800,,23.24
1591178400,,23.14
1591182000,,23.14
1591185600,,23.14
1591189200,,24.09
1591192800,,25.68
1591196400,,25.91
1591200000,,25.77
1591203600,,25.64
1591207200,,25.45
1591210800,,25.59
1591214400,,25.68
1591218000,,25.91
1591221600,,26.00
1591225200,,26.00
1591228800,,23.00
1591232400,,21.00
1591239600,,1.00
1591243200,,1.00
1591246800,,1.00
1591250400,,1.00
1591254000,,1.00
1591257600,,17.82
1591261200,,16.89
1591264800,,16.11
1591268400,,16.11
1591272000,,16.11
1591275600,,16.11
1591279200,,14.78
1591282800,,13.88
1591286400,,13.25
1591290000,,12.06
1591293600,,10.75
1591297200,,9.50
1591300800,,8.38
1591304400,,7.44
1591308000,,6.38
1591311600,,5.06
1591315200,,26.00
1591326000,,4.00
1591329600,,4.00
1591333200,,3.50
1591336800,,3.67
1591340400,,4.00
1591344000,,3.86
1591347600,,4.50
1591351200,,4.89
1591354800,,5.10
1591358400,,5.36
1591362000,,5.58
1591365600,,7.46
1591369200,,7.71
1591372800,,7.47
1591376400,,7.19
1591380000,,7.00
1591383600,,6.94
1591387200,,6.79
1591390800,,6.70
1591394400,,6.71
1591398000,,6.86
1591401600,,2.00
1591405200,,2.00
1591412400,,22.00
1591416000,,22.00
1591419600,,21.50
1591423200,,20.00
1591426800,,18.75
1591430400,,17.60
1591434000,,16.67
1591437600,,12.09
1591441200,,12.22
1591444800,,12.70
1591448400,,12.13
1591452000,,12.09
1591455600,,12.22
1591459200,,12.35
1591462800,,12.35
1591466400,,12.26
1591470000,,13.09
1591473600,,13.35
1591477200,,13.13
1591480800,,13.00
1591484400,,12.83
1591488000,,15.50
1591491600,,15.00
1591498800,,8.00
1591502400,,7.00
1591506000,,7.00
1591509600,,7.00
1591513200,,7.00
1591516800,,8.00
1591520400,,8.67
1591524000,,9.78
1591527600,,9.52
1591531200,,9.43
1591534800,,9.78
1591538400,,10.17
1591542000,,10.43
1591545600,,10.57
1591549200,,10.78
1591552800,,10.26
1591556400,,10.13
1591560000,,10.09
1591563600,,9.87
1591567200,,9.61
1591570800,,9.48
1591574400,,10.00
1591578000,,12.00
1591585200,,1.00
1591588800,,1.00
1591592400,,2.50
1591596000,,4.67
1591599600,,6.00
1591603200,,7.83
1591606800,,7.57
1591610400,,7.35
1591614000,,7.13
1591617600,,6.74
1591621200,,6.26
1591624800,,5.91
1591628400,,5.83
1591632000,,5.74
1591635600,,5.39
1591639200,,5.26
1591642800,,5.30
1591646400,,5.30
1591650000,,5.26
1591653600,,5.13
1591657200,,5.13
1591660800,,1.50
1591664400,,1.00
1591671600,,5.00
1591675200,,5.00
1591678800,,3.00
1591682400,,3.33
1591686000,,4.25
1591689600,,5.26
1591693200,,5.48
1591696800,,5.48
1591700400,,5.48
1591704000,,5.61
1591707600,,5.83
1591711200,,5.92
1591714800,,6.00
1591718400,,6.08
1591722000,,6.08
1591725600,,6.21
1591729200,,6.25
1591732800,,6.29
1591736400,,6.48
1591740000,,6.39
1591743600,,6.30
1591747200,,6.50
1591750800,,6.00
1591758000,,6.00
1591761600,,6.00
1591765200,,6.00
1591768800,,6.67
1591772400,,7.25
1591776000,,6.61
1591779600,,6.61
1591783200,,6.65
1591786800,,6.74
1591790400,,6.78
1591794000,,6.74
1591797600,,6.74
1591801200,,6.74
1591804800,,6.96
1591808400,,7.26
1591812000,,7.48
1591815600,,7.78
1591819200,,8.04
1591822800,,8.30
1591826400,,8.65
1591830000,,8.74
1591833600,,8.00
1591837200,,9.00
1591844400,,8.00
1591848000,,8.00
1591851600,,9.50
1591855200,,12.00
1591858800,,13.25
1591862400,,11.39
1591866000,,11.74
1591869600,,12.09
1591873200,,12.27
1591876800,,12.64
1591880400,,13.14
1591884000,,13.64
1591887600,,14.00
1591891200,,14.09
1591894800,,14.00
1591898400,,13.73
1591902000,,13.50
1591905600,,13.55
1591909200,,13.45
1591912800,,13.50
1591916400,,13.55
1591920000,,17.00
1591923600,,18.00
1591930800,,6.00
1591934400,,6.00
1591938000,,6.00
1591941600,,7.67
1591945200,,8.25
1591948800,,10.73
1591952400,,10.55
1591956000,,10.65
1591959600,,10.43
1591963200,,10.04
1591966800,,9.52
1591970400,,9.14
1591974000,,9.36
1591977600,,9.43
1591981200,,10.00
1591984800,,10.29
1591988400,,10.33
1591992000,,10.24
1591995600,,10.29
1591999200,,9.90
1592002800,,9.57
1592006400,,8.00
1592010000,,9.00
1592017200,,1.00
1592020800,,1.00
1592024400,,3.00
1592028000,,5.67
1592031600,,8.00
1592035200,,9.40
1592038800,,9.83
1592042400,,8.86
1592046000,,8.90
1592049600,,9.05
1592053200,,9.09
1592056800,,8.96
1592060400,,8.43
1592064000,,8.00
1592067600,,7.74
1592071200,,7.43
1592074800,,7.30
1592078400,,7.04
1592082000,,7.00
1592085600,,7.13
1592089200,,7.35
1592092800,,2.50
1592096400,,1.00
1592103600,,13.00
1592107200,,15.00
1592110800,,14.00
1592114400,,12.75
1592118000,,12.75
1592121600,,12.20
1592125200,,12.17
1592128800,,8.87
1592132400,,8.83
1592136000,,8.65
1592139600,,8.70
1592143200,,8.83
1592146800,,8.96
1592150400,,9.04
1592154000,,9.30
1592157600,,9.43
1592161200,,9.74
1592164800,,9.96
1592168400,,10.09
1592172000,,10.00
1592175600,,9.96
1592179200,,10.50
1592182800,,11.00
1592190000,,11.00
1592193600,,11.00
1592197200,,7.50
1592200800,,7.00
1592204400,,6.75
1592208000,,9.52
1592211600,,9.65
1592215200,,10.22
1592218800,,10.70
1592222400,,11.17
1592226000,,11.57
1592229600,,11.91
1592233200,,12.22
1592236800,,12.30
1592240400,,12.43
1592244000,,12.39
1592247600,,12.35
1592251200,,12.39
1592254800,,12.39
1592258400,,12.48
1592262000,,12.52
1592265600,,12.50
1592269200,,11.00
1592276400,,5.00
1592280000,,5.00
1592283600,,6.00
1592287200,,5.67
1592290800,,6.25
1592294400,,11.52
1592298000,,10.78
1592301600,,10.30
1592305200,,9.57
1592308800,,9.00
1592312400,,8.74
1592316000,,8.91
1592319600,,9.00
1592323200,,8.83
1592326800,,8.57
1592330400,,8.30
1592334000,,8.23
1592337600,,7.65
1592341200,,7.30
1592344800,,6.87
1592348400,,6.74
1592352000,,10.00
1592355600,,9.00
1592362800,,6.00
1592366400,,6.00
1592370000,,8.50
1592373600,,8.33
1592377200,,7.50
1592380800,,6.87
1592384400,,8.43
1592388000,,9.50
1592391600,,9.65
1592395200,,9.78
1592398800,,9.39
1592402400,,8.83
1592406000,,8.70
1592409600,,8.87
1592413200,,9.48
1592416800,,9.52
1592420400,,9.48
1592424000,,9.65
1592427600,,9.74
1592431200,,9.70
1592434800,,9.70
1592438400,,7.50
1592442000,,7.00
1592449200,,5.00
1592452800,,5.00
1592456400,,5.00
1592460000,,5.67
1592463600,,6.25
1592467200,,8.13
1592470800,,7.43
1592474400,,7.26
1592478000,,7.09
1592481600,,7.13
1592485200,,7.48
1592488800,,7.87
1592492400,,8.00
1592496000,,7.78
1592499600,,8.17
1592503200,,8.35
1592506800,,8.39
1592510400,,8.52
1592514000,,8.70
1592517600,,8.78
1592521200,,8.91
1592524800,,9.00
1592528400,,9.00
1592535600,,11.00
1592539200,,11.00
1592542800,,11.00
1592546400,,10.67
1592550000,,9.75
1592553600,,10.43
1592557200,,10.61
1592560800,,10.78
1592564400,,11.17
1592568000,,11.83
1592571600,,12.30
1592575200,,12.78
1592578800,,13.09
1592582400,,13.48
1592586000,,13.83
1592589600,,13.91
1592593200,,13.91
1592596800,,13.87
1592600400,,14.09
1592604000,,14.09
1592607600,,14.13
1592611200,,13.50
1592614800,,15.00
1592622000,,19.00
1592625600,,19.00
1592629200,,18.00
1592632800,,17.00
1592636400,,17.25
1592640000,,17.60
1592643600,,16.70
1592647200,,16.65
1592650800,,16.35
1592654400,,15.96
1592658000,,15.61
1592661600,,15.22
1592665200,,15.00
1592668800,,14.91
1592672400,,14.78
1592676000,,14.61
1592679600,,14.48
1592683200,,14.13
1592686800,,13.96
1592690400,,13.87
1592694000,,13.87
1592697600,,17.50
